Movie User Rating 
95.0 2 2.0
110.0 2 3.0
122.0 2 5.0
141.0 2 5.0
145.0 2 5.0
150.0 2 4.0
153.0 2 3.0
nan 2 nan
160.0 2 5.0
161.0 2 4.0
163.0 2 5.0
165.0 2 4.0
169.0 2 4.0
172.0 2 2.0
173.0 2 3.0
181.0 2 2.0
185.0 2 3.0
186.0 2 5.0
193.0 2 3.0
196.0 2 5.0
203.0 2 5.0
204.0 2 4.0
207.0 2 5.0
208.0 2 3.0
225.0 2 5.0
227.0 2 2.0
231.0 2 2.0
234.0 2 4.0
236.0 2 3.0
237.0 2 4.0
246.0 2 3.0
248.0 2 5.0
252.0 2 4.0
253.0 2 5.0
256.0 2 5.0
257.0 2 5.0
261.0 2 5.0
265.0 2 2.0
266.0 2 2.0
273.0 2 3.0
276.0 2 4.0
277.0 2 3.0
288.0 2 3.0
292.0 2 5.0
293.0 2 5.0
296.0 2 3.0
315.0 2 5.0
316.0 2 3.0
317.0 2 5.0
318.0 2 5.0
323.0 2 5.0
327.0 2 1.0
329.0 2 0.0
333.0 2 4.0
338.0 2 5.0
339.0 2 5.0
344.0 2 5.0
353.0 2 5.0
355.0 2 5.0
356.0 2 5.0
362.0 2 5.0
364.0 2 5.0
367.0 2 5.0
370.0 2 4.0
374.0 2 5.0
377.0 2 5.0
380.0 2 5.0
381.0 2 4.0
410.0 2 2.0
419.0 2 4.0
420.0 2 5.0
434.0 2 2.0
442.0 2 5.0
455.0 2 5.0
457.0 2 4.0
477.0 2 5.0
480.0 2 2.0
500.0 2 5.0
520.0 2 4.0
527.0 2 5.0
532.0 2 4.0
539.0 2 2.0
551.0 2 4.0
553.0 2 3.0
587.0 2 5.0
588.0 2 4.0
589.0 2 5.0
590.0 2 3.0
592.0 2 2.0
594.0 2 2.0
595.0 2 5.0
597.0 2 4.0
616.0 2 0.0
648.0 2 5.0
673.0 2 5.0
706.0 2 2.0
708.0 2 5.0
762.0 2 2.0
780.0 2 5.0
788.0 2 5.0
834.0 2 3.0
1353.0 2 5.0
1359.0 2 5.0
1.0 3 4.0
2.0 3 3.0
6.0 3 4.0
10.0 3 2.0
11.0 3 3.0
16.0 3 3.0
17.0 3 4.0
18.0 3 1.0
25.0 3 3.0
29.0 3 3.0
30.0 3 3.0
32.0 3 3.0
34.0 3 4.0
35.0 3 3.0
36.0 3 4.0
50.0 3 4.0
55.0 3 3.0
62.0 3 3.0
73.0 3 4.0
81.0 3 3.0
82.0 3 3.0
85.0 3 2.0
nan 3 nan
95.0 3 3.0
100.0 3 3.0
101.0 3 3.0
110.0 3 3.0
111.0 3 4.0
112.0 3 4.0
135.0 3 4.0
141.0 3 3.0
144.0 3 0.0
150.0 3 3.0
151.0 3 4.0
156.0 3 3.0
162.0 3 5.0
163.0 3 4.0
164.0 3 4.0
170.0 3 2.0
171.0 3 3.0
194.0 3 4.0
198.0 3 1.0
213.0 3 5.0
214.0 3 5.0
222.0 3 1.0
224.0 3 3.0
229.0 3 2.0
232.0 3 4.0
233.0 3 2.0
246.0 3 4.0
252.0 3 4.0
260.0 3 4.0
269.0 3 1.0
272.0 3 3.0
279.0 3 1.0
290.0 3 4.0
293.0 3 4.0
296.0 3 4.0
300.0 3 3.0
306.0 3 4.0
314.0 3 3.0
315.0 3 2.0
327.0 3 3.0
341.0 3 1.0
342.0 3 1.0
345.0 3 4.0
348.0 3 3.0
349.0 3 3.0
357.0 3 3.0
362.0 3 3.0
376.0 3 3.0
380.0 3 2.0
440.0 3 3.0
457.0 3 4.0
468.0 3 3.0
471.0 3 3.0
475.0 3 3.0
480.0 3 3.0
485.0 3 3.0
494.0 3 3.0
508.0 3 4.0
534.0 3 2.0
541.0 3 4.0
581.0 3 4.0
589.0 3 5.0
593.0 3 3.0
608.0 3 5.0
613.0 3 3.0
627.0 3 2.0
647.0 3 4.0
648.0 3 3.0
653.0 3 2.0
661.0 3 3.0
673.0 3 0.0
707.0 3 3.0
719.0 3 2.0
720.0 3 4.0
733.0 3 3.0
736.0 3 3.0
737.0 3 3.0
743.0 3 1.0
745.0 3 4.0
748.0 3 4.0
750.0 3 4.0
761.0 3 3.0
762.0 3 3.0
778.0 3 4.0
780.0 3 3.0
781.0 3 3.0
786.0 3 2.0
799.0 3 2.0
800.0 3 5.0
836.0 3 3.0
839.0 3 2.0
852.0 3 2.0
861.0 3 4.0
880.0 3 2.0
904.0 3 3.0
912.0 3 4.0
913.0 3 4.0
921.0 3 1.0
924.0 3 5.0
994.0 3 4.0
1019.0 3 4.0
1036.0 3 4.0
1041.0 3 3.0
1042.0 3 3.0
1047.0 3 2.0
1049.0 3 2.0
1073.0 3 4.0
1079.0 3 4.0
1080.0 3 3.0
1094.0 3 3.0
1131.0 3 4.0
1136.0 3 4.0
1148.0 3 5.0
1172.0 3 4.0
1175.0 3 4.0
1183.0 3 3.0
1193.0 3 4.0
1196.0 3 4.0
1197.0 3 3.0
1198.0 3 4.0
1199.0 3 4.0
1200.0 3 2.0
1206.0 3 3.0
1208.0 3 4.0
1210.0 3 4.0
1214.0 3 3.0
1234.0 3 4.0
1235.0 3 5.0
1240.0 3 3.0
1243.0 3 2.0
1246.0 3 3.0
1249.0 3 4.0
1250.0 3 4.0
1253.0 3 3.0
1292.0 3 4.0
1293.0 3 3.0
1300.0 3 4.0
1356.0 3 3.0
1357.0 3 4.0
1358.0 3 4.0
1363.0 3 2.0
1391.0 3 3.0
1393.0 3 3.0
1409.0 3 3.0
1429.0 3 4.0
2.0 4 3.0
3.0 4 2.0
4.0 4 1.0
5.0 4 2.0
6.0 4 1.0
7.0 4 4.0
9.0 4 1.0
10.0 4 2.0
11.0 4 3.0
12.0 4 1.0
14.0 4 3.0
15.0 4 1.0
16.0 4 3.0
17.0 4 3.0
18.0 4 2.0
19.0 4 1.0
20.0 4 1.0
21.0 4 4.0
22.0 4 3.0
23.0 4 2.0
24.0 4 3.0
25.0 4 2.0
26.0 4 2.0
28.0 4 1.0
30.0 4 4.0
31.0 4 1.0
32.0 4 5.0
34.0 4 4.0
35.0 4 3.0
36.0 4 4.0
39.0 4 4.0
41.0 4 3.0
42.0 4 3.0
43.0 4 3.0
44.0 4 2.0
45.0 4 4.0
46.0 4 2.0
47.0 4 4.0
50.0 4 5.0
52.0 4 5.0
57.0 4 1.0
58.0 4 4.0
61.0 4 0.0
62.0 4 1.0
64.0 4 1.0
65.0 4 0.0
66.0 4 1.0
73.0 4 4.0
76.0 4 1.0
78.0 4 3.0
79.0 4 0.0
81.0 4 2.0
85.0 4 3.0
88.0 4 0.0
89.0 4 3.0
92.0 4 2.0
93.0 4 2.0
95.0 4 2.0
100.0 4 3.0
102.0 4 2.0
103.0 4 5.0
104.0 4 0.0
105.0 4 4.0
107.0 4 2.0
110.0 4 5.0
112.0 4 1.0
119.0 4 1.0
126.0 4 1.0
132.0 4 1.0
140.0 4 2.0
141.0 4 4.0
145.0 4 3.0
147.0 4 3.0
150.0 4 4.0
151.0 4 4.0
152.0 4 2.0
153.0 4 4.0
154.0 4 4.0
157.0 4 0.0
158.0 4 2.0
159.0 4 2.0
160.0 4 1.0
161.0 4 3.0
162.0 4 4.0
163.0 4 2.0
164.0 4 2.0
165.0 4 3.0
168.0 4 3.0
169.0 4 1.0
170.0 4 2.0
172.0 4 0.0
173.0 4 1.0
174.0 4 0.0
175.0 4 2.0
177.0 4 1.0
178.0 4 2.0
180.0 4 2.0
185.0 4 3.0
186.0 4 1.0
188.0 4 4.0
189.0 4 2.0
191.0 4 0.0
193.0 4 1.0
194.0 4 2.0
195.0 4 2.0
196.0 4 3.0
198.0 4 3.0
200.0 4 3.0
203.0 4 2.0
204.0 4 1.0
207.0 4 1.0
208.0 4 4.0
209.0 4 2.0
216.0 4 1.0
217.0 4 1.0
218.0 4 1.0
219.0 4 2.0
220.0 4 0.0
222.0 4 3.0
223.0 4 2.0
224.0 4 4.0
225.0 4 3.0
227.0 4 1.0
228.0 4 1.0
229.0 4 4.0
230.0 4 3.0
231.0 4 2.0
232.0 4 4.0
233.0 4 2.0
234.0 4 1.0
235.0 4 5.0
236.0 4 1.0
237.0 4 2.0
238.0 4 2.0
240.0 4 2.0
246.0 4 3.0
247.0 4 5.0
248.0 4 0.0
249.0 4 5.0
250.0 4 1.0
251.0 4 2.0
252.0 4 2.0
253.0 4 4.0
254.0 4 2.0
255.0 4 0.0
256.0 4 2.0
257.0 4 2.0
259.0 4 2.0
260.0 4 2.0
261.0 4 2.0
262.0 4 2.0
265.0 4 4.0
266.0 4 3.0
270.0 4 2.0
271.0 4 3.0
272.0 4 4.0
273.0 4 3.0
274.0 4 0.0
275.0 4 2.0
276.0 4 1.0
278.0 4 1.0
279.0 4 4.0
281.0 4 2.0
282.0 4 2.0
288.0 4 3.0
289.0 4 2.0
292.0 4 3.0
293.0 4 5.0
295.0 4 2.0
296.0 4 5.0
299.0 4 4.0
300.0 4 3.0
302.0 4 3.0
303.0 4 3.0
305.0 4 3.0
306.0 4 3.0
307.0 4 3.0
308.0 4 3.0
311.0 4 1.0
312.0 4 0.0
313.0 4 3.0
314.0 4 2.0
315.0 4 2.0
316.0 4 2.0
317.0 4 2.0
318.0 4 3.0
319.0 4 5.0
323.0 4 1.0
325.0 4 0.0
327.0 4 1.0
328.0 4 3.0
329.0 4 4.0
330.0 4 1.0
332.0 4 2.0
333.0 4 0.0
334.0 4 2.0
337.0 4 5.0
338.0 4 1.0
339.0 4 2.0
340.0 4 2.0
342.0 4 3.0
344.0 4 2.0
345.0 4 2.0
348.0 4 5.0
349.0 4 3.0
350.0 4 3.0
351.0 4 1.0
352.0 4 3.0
353.0 4 4.0
354.0 4 3.0
355.0 4 3.0
356.0 4 5.0
357.0 4 4.0
358.0 4 1.0
360.0 4 1.0
361.0 4 1.0
362.0 4 3.0
364.0 4 4.0
365.0 4 1.0
366.0 4 2.0
367.0 4 3.0
368.0 4 4.0
369.0 4 4.0
370.0 4 1.0
371.0 4 1.0
372.0 4 2.0
376.0 4 2.0
377.0 4 3.0
378.0 4 0.0
380.0 4 4.0
381.0 4 3.0
382.0 4 4.0
383.0 4 2.0
384.0 4 2.0
405.0 4 0.0
410.0 4 2.0
412.0 4 3.0
413.0 4 0.0
415.0 4 1.0
416.0 4 1.0
417.0 4 3.0
419.0 4 0.0
420.0 4 3.0
421.0 4 4.0
422.0 4 2.0
426.0 4 4.0
427.0 4 4.0
428.0 4 2.0
431.0 4 1.0
432.0 4 1.0
433.0 4 1.0
434.0 4 1.0
435.0 4 1.0
437.0 4 1.0
440.0 4 3.0
442.0 4 3.0
444.0 4 1.0
445.0 4 0.0
446.0 4 4.0
448.0 4 3.0
450.0 4 1.0
452.0 4 4.0
454.0 4 3.0
455.0 4 3.0
457.0 4 5.0
458.0 4 3.0
461.0 4 1.0
464.0 4 1.0
466.0 4 0.0
467.0 4 2.0
468.0 4 1.0
471.0 4 2.0
472.0 4 1.0
474.0 4 3.0
475.0 4 3.0
477.0 4 4.0
480.0 4 5.0
481.0 4 1.0
482.0 4 3.0
484.0 4 2.0
485.0 4 3.0
nan 4 nan
490.0 4 4.0
491.0 4 2.0
493.0 4 2.0
497.0 4 1.0
500.0 4 3.0
505.0 4 0.0
508.0 4 4.0
509.0 4 4.0
510.0 4 1.0
511.0 4 3.0
514.0 4 4.0
515.0 4 3.0
516.0 4 1.0
519.0 4 0.0
520.0 4 3.0
521.0 4 1.0
524.0 4 3.0
527.0 4 5.0
528.0 4 4.0
529.0 4 1.0
531.0 4 3.0
533.0 4 3.0
534.0 4 2.0
535.0 4 5.0
536.0 4 2.0
537.0 4 1.0
538.0 4 4.0
539.0 4 3.0
540.0 4 2.0
542.0 4 0.0
543.0 4 2.0
544.0 4 3.0
546.0 4 1.0
548.0 4 2.0
550.0 4 2.0
551.0 4 4.0
552.0 4 2.0
553.0 4 2.0
555.0 4 2.0
562.0 4 4.0
563.0 4 2.0
569.0 4 1.0
575.0 4 2.0
585.0 4 3.0
586.0 4 4.0
587.0 4 2.0
588.0 4 3.0
589.0 4 5.0
590.0 4 2.0
592.0 4 5.0
593.0 4 5.0
594.0 4 4.0
595.0 4 3.0
596.0 4 4.0
597.0 4 4.0
606.0 4 2.0
608.0 4 5.0
609.0 4 2.0
610.0 4 4.0
616.0 4 4.0
639.0 4 1.0
640.0 4 3.0
647.0 4 3.0
648.0 4 5.0
650.0 4 2.0
653.0 4 3.0
656.0 4 0.0
664.0 4 2.0
681.0 4 1.0
695.0 4 3.0
707.0 4 1.0
708.0 4 2.0
719.0 4 1.0
724.0 4 3.0
733.0 4 2.0
736.0 4 5.0
737.0 4 0.0
747.0 4 0.0
748.0 4 2.0
761.0 4 3.0
762.0 4 3.0
765.0 4 2.0
778.0 4 3.0
780.0 4 5.0
781.0 4 3.0
782.0 4 4.0
783.0 4 3.0
784.0 4 2.0
785.0 4 2.0
786.0 4 4.0
788.0 4 2.0
799.0 4 4.0
802.0 4 3.0
805.0 4 3.0
809.0 4 2.0
818.0 4 3.0
827.0 4 2.0
829.0 4 2.0
835.0 4 4.0
836.0 4 2.0
837.0 4 2.0
838.0 4 2.0
839.0 4 1.0
840.0 4 0.0
842.0 4 1.0
848.0 4 2.0
849.0 4 3.0
851.0 4 2.0
852.0 4 2.0
861.0 4 1.0
867.0 4 0.0
880.0 4 3.0
881.0 4 0.0
882.0 4 3.0
888.0 4 2.0
891.0 4 4.0
1007.0 4 2.0
1009.0 4 1.0
1010.0 4 2.0
1011.0 4 1.0
1012.0 4 4.0
1013.0 4 3.0
1015.0 4 2.0
1016.0 4 2.0
1017.0 4 3.0
1018.0 4 3.0
1019.0 4 4.0
1020.0 4 1.0
1021.0 4 1.0
1022.0 4 3.0
1023.0 4 3.0
1024.0 4 3.0
1025.0 4 3.0
1028.0 4 2.0
1029.0 4 4.0
1030.0 4 3.0
1031.0 4 3.0
1032.0 4 2.0
1033.0 4 3.0
1035.0 4 3.0
1036.0 4 4.0
1037.0 4 3.0
1.0 5 3.0
2.0 5 3.0
3.0 5 1.0
5.0 5 2.0
6.0 5 0.0
7.0 5 3.0
10.0 5 1.0
11.0 5 4.0
12.0 5 0.0
19.0 5 0.0
25.0 5 0.0
32.0 5 0.0
34.0 5 5.0
39.0 5 0.0
41.0 5 3.0
42.0 5 0.0
46.0 5 5.0
48.0 5 2.0
62.0 5 2.0
63.0 5 0.0
75.0 5 0.0
95.0 5 0.0
99.0 5 0.0
102.0 5 0.0
104.0 5 0.0
109.0 5 0.0
111.0 5 2.0
112.0 5 0.0
117.0 5 0.0
150.0 5 5.0
158.0 5 2.0
160.0 5 2.0
165.0 5 1.0
168.0 5 1.0
179.0 5 1.0
181.0 5 0.0
187.0 5 0.0
188.0 5 0.0
193.0 5 0.0
218.0 5 0.0
220.0 5 0.0
225.0 5 3.0
231.0 5 0.0
235.0 5 1.0
239.0 5 0.0
246.0 5 0.0
253.0 5 3.0
255.0 5 0.0
256.0 5 0.0
260.0 5 4.0
261.0 5 4.0
266.0 5 2.0
267.0 5 0.0
272.0 5 3.0
273.0 5 4.0
275.0 5 0.0
276.0 5 4.0
288.0 5 0.0
292.0 5 2.0
300.0 5 3.0
310.0 5 0.0
312.0 5 0.0
313.0 5 1.0
316.0 5 2.0
317.0 5 3.0
318.0 5 5.0
325.0 5 0.0
328.0 5 0.0
329.0 5 5.0
330.0 5 0.0
332.0 5 1.0
344.0 5 0.0
353.0 5 2.0
355.0 5 0.0
356.0 5 5.0
357.0 5 3.0
362.0 5 4.0
364.0 5 3.0
367.0 5 0.0
368.0 5 4.0
370.0 5 0.0
372.0 5 0.0
374.0 5 0.0
377.0 5 3.0
382.0 5 2.0
387.0 5 0.0
410.0 5 0.0
413.0 5 0.0
419.0 5 0.0
432.0 5 0.0
434.0 5 3.0
435.0 5 0.0
437.0 5 0.0
440.0 5 4.0
444.0 5 0.0
445.0 5 3.0
454.0 5 3.0
457.0 5 3.0
466.0 5 0.0
467.0 5 0.0
470.0 5 0.0
480.0 5 4.0
500.0 5 3.0
502.0 5 0.0
508.0 5 3.0
515.0 5 3.0
518.0 5 2.0
520.0 5 0.0
521.0 5 0.0
527.0 5 5.0
539.0 5 4.0
541.0 5 3.0
542.0 5 0.0
546.0 5 0.0
551.0 5 5.0
552.0 5 2.0
558.0 5 3.0
575.0 5 0.0
585.0 5 1.0
586.0 5 0.0
587.0 5 4.0
588.0 5 4.0
589.0 5 3.0
590.0 5 3.0
592.0 5 3.0
593.0 5 5.0
594.0 5 5.0
595.0 5 5.0
596.0 5 3.0
597.0 5 3.0
600.0 5 0.0
601.0 5 0.0
606.0 5 0.0
610.0 5 2.0
611.0 5 0.0
637.0 5 0.0
639.0 5 0.0
667.0 5 0.0
671.0 5 0.0
673.0 5 0.0
685.0 5 0.0
711.0 5 0.0
716.0 5 0.0
732.0 5 0.0
736.0 5 2.0
747.0 5 0.0
750.0 5 2.0
762.0 5 0.0
784.0 5 0.0
788.0 5 0.0
793.0 5 0.0
818.0 5 0.0
819.0 5 0.0
833.0 5 0.0
839.0 5 0.0
842.0 5 0.0
844.0 5 0.0
854.0 5 0.0
856.0 5 0.0
858.0 5 2.0
874.0 5 0.0
876.0 5 0.0
888.0 5 0.0
891.0 5 1.0
898.0 5 4.0
899.0 5 3.0
902.0 5 4.0
903.0 5 3.0
904.0 5 5.0
914.0 5 4.0
915.0 5 3.0
916.0 5 4.0
917.0 5 3.0
918.0 5 4.0
919.0 5 5.0
920.0 5 5.0
923.0 5 3.0
924.0 5 1.0
926.0 5 3.0
928.0 5 4.0
931.0 5 3.0
934.0 5 5.0
938.0 5 4.0
940.0 5 2.0
942.0 5 3.0
943.0 5 4.0
944.0 5 2.0
948.0 5 3.0
952.0 5 3.0
953.0 5 5.0
954.0 5 4.0
965.0 5 4.0
968.0 5 2.0
969.0 5 4.0
989.0 5 0.0
1005.0 5 0.0
1007.0 5 0.0
1008.0 5 3.0
1009.0 5 1.0
1010.0 5 2.0
1012.0 5 5.0
1013.0 5 3.0
1014.0 5 3.0
1015.0 5 5.0
1017.0 5 2.0
1018.0 5 3.0
1019.0 5 3.0
1022.0 5 5.0
1023.0 5 3.0
1024.0 5 2.0
1025.0 5 3.0
1027.0 5 2.0
1028.0 5 4.0
1029.0 5 3.0
1031.0 5 3.0
1032.0 5 3.0
1033.0 5 3.0
1035.0 5 5.0
1036.0 5 2.0
1044.0 5 0.0
1073.0 5 5.0
1075.0 5 0.0
1077.0 5 1.0
1078.0 5 0.0
1079.0 5 2.0
1080.0 5 3.0
1081.0 5 3.0
1084.0 5 2.0
1086.0 5 4.0
1088.0 5 1.0
1090.0 5 2.0
1091.0 5 0.0
1092.0 5 0.0
1096.0 5 2.0
1097.0 5 4.0
1099.0 5 5.0
1100.0 5 2.0
1101.0 5 2.0
1104.0 5 3.0
1105.0 5 0.0
1112.0 5 0.0
1116.0 5 0.0
1117.0 5 0.0
1118.0 5 0.0
1124.0 5 4.0
1125.0 5 3.0
1127.0 5 2.0
1128.0 5 2.0
1130.0 5 2.0
1135.0 5 3.0
1136.0 5 4.0
1137.0 5 0.0
1144.0 5 0.0
1149.0 5 0.0
1185.0 5 3.0
1186.0 5 1.0
1193.0 5 3.0
1196.0 5 4.0
1197.0 5 5.0
1198.0 5 5.0
1200.0 5 3.0
1201.0 5 1.0
1205.0 5 0.0
1206.0 5 0.0
1208.0 5 4.0
1210.0 5 4.0
1213.0 5 1.0
1214.0 5 4.0
1219.0 5 4.0
1220.0 5 3.0
1221.0 5 1.0
1224.0 5 3.0
1225.0 5 4.0
1228.0 5 3.0
1230.0 5 0.0
1231.0 5 4.0
1233.0 5 2.0
1234.0 5 3.0
1240.0 5 3.0
1246.0 5 4.0
1253.0 5 3.0
1256.0 5 1.0
1258.0 5 1.0
1259.0 5 4.0
1263.0 5 1.0
1265.0 5 3.0
1266.0 5 3.0
1268.0 5 0.0
1270.0 5 3.0
1271.0 5 4.0
1272.0 5 3.0
1277.0 5 2.0
1278.0 5 5.0
1282.0 5 5.0
1285.0 5 4.0
1286.0 5 4.0
1287.0 5 3.0
1288.0 5 3.0
1291.0 5 3.0
1294.0 5 3.0
1296.0 5 2.0
1298.0 5 2.0
1299.0 5 2.0
1301.0 5 3.0
1302.0 5 2.0
1304.0 5 3.0
1307.0 5 3.0
1311.0 5 0.0
1312.0 5 0.0
1320.0 5 2.0
1321.0 5 3.0
1322.0 5 0.0
1323.0 5 0.0
1325.0 5 0.0
1326.0 5 1.0
1327.0 5 2.0
1328.0 5 0.0
1329.0 5 0.0
1331.0 5 1.0
1333.0 5 3.0
1334.0 5 2.0
1335.0 5 0.0
1338.0 5 3.0
1339.0 5 3.0
1340.0 5 2.0
1341.0 5 2.0
1343.0 5 3.0
nan 5 nan
1345.0 5 3.0
1346.0 5 2.0
1347.0 5 2.0
1348.0 5 2.0
1350.0 5 3.0
1358.0 5 0.0
1364.0 5 0.0
1371.0 5 4.0
1372.0 5 3.0
1373.0 5 3.0
1374.0 5 3.0
1375.0 5 3.0
1376.0 5 3.0
1377.0 5 2.0
1380.0 5 3.0
1381.0 5 1.0
1387.0 5 2.0
1388.0 5 1.0
1389.0 5 0.0
1.0 6 5.0
2.0 6 4.0
10.0 6 0.0
12.0 6 1.0
16.0 6 2.0
18.0 6 4.0
19.0 6 3.0
20.0 6 2.0
21.0 6 3.0
23.0 6 2.0
25.0 6 3.0
32.0 6 3.0
39.0 6 5.0
44.0 6 4.0
47.0 6 5.0
48.0 6 0.0
62.0 6 0.0
65.0 6 0.0
68.0 6 1.0
70.0 6 4.0
71.0 6 2.0
95.0 6 4.0
104.0 6 4.0
107.0 6 4.0
112.0 6 4.0
135.0 6 2.0
141.0 6 2.0
145.0 6 4.0
149.0 6 3.0
153.0 6 3.0
158.0 6 3.0
160.0 6 4.0
163.0 6 1.0
165.0 6 2.0
170.0 6 4.0
177.0 6 3.0
180.0 6 4.0
186.0 6 4.0
188.0 6 5.0
196.0 6 5.0
203.0 6 3.0
216.0 6 1.0
223.0 6 4.0
234.0 6 2.0
236.0 6 2.0
239.0 6 1.0
260.0 6 5.0
274.0 6 3.0
292.0 6 3.0
296.0 6 4.0
304.0 6 3.0
305.0 6 0.0
315.0 6 3.0
317.0 6 3.0
318.0 6 3.0
323.0 6 3.0
325.0 6 1.0
329.0 6 1.0
333.0 6 2.0
339.0 6 2.0
344.0 6 3.0
353.0 6 5.0
358.0 6 2.0
362.0 6 2.0
364.0 6 5.0
366.0 6 5.0
367.0 6 4.0
372.0 6 3.0
377.0 6 3.0
427.0 6 3.0
441.0 6 3.0
442.0 6 4.0
480.0 6 4.0
497.0 6 3.0
500.0 6 4.0
514.0 6 2.0
520.0 6 3.0
539.0 6 3.0
542.0 6 2.0
543.0 6 2.0
551.0 6 4.0
586.0 6 2.0
588.0 6 5.0
589.0 6 5.0
592.0 6 3.0
597.0 6 3.0
616.0 6 1.0
653.0 6 4.0
663.0 6 4.0
667.0 6 4.0
671.0 6 1.0
688.0 6 0.0
704.0 6 5.0
707.0 6 2.0
708.0 6 4.0
709.0 6 0.0
724.0 6 4.0
736.0 6 4.0
741.0 6 5.0
743.0 6 2.0
762.0 6 2.0
780.0 6 5.0
781.0 6 3.0
783.0 6 1.0
785.0 6 2.0
786.0 6 2.0
788.0 6 4.0
799.0 6 4.0
805.0 6 1.0
818.0 6 4.0
830.0 6 4.0
837.0 6 0.0
839.0 6 4.0
842.0 6 4.0
919.0 6 3.0
1023.0 6 5.0
1025.0 6 3.0
1027.0 6 2.0
