shot,658
over-the-counter-,659
trading,660
changing,661
afternoon,662
go,663
maybe,664
dollars,665
depending,666
competing,667
bidder,668
arbitrageur,669
tender,670
opening,671
expires,672
totally,673
surprise,674
debra,675
strohmaier,676
spokeswoman,677
regularly,678
discussing,679
announcement,680
statement,681
ready,682
unable,683
say,684
officials,685
think,686
resist,687
elliott,688
schlang,689
analyst,690
prescott,691
ball,692
turben,693
inc.,694
n't,695
like,696
attack,697
pointed,698
difficult,699
offers,700
find,701
white,702
knight,703
want,704
acquired,705
rosemarie,706
morbelli,707
ingalls,708
snyder,709
servicemaster,710
companies,711
l.p.,712
svm,713
rollins,714
rol,715
examples,716
interested,717
customers,718
largest,719
involved,720
application,721
fertilizers,722
pesticides,723
herbicides,724
lawns,725
removal,726
wastes,727
customer,728
base,729
valuable,730
another,731
wants,732
capitalize,733
residential,734
commercial,735
system,736
noted,737
high,738
catapulted,739
languished,740
slowed,741
concentrated,742
full,743
competes,744
individual,745
entrepreuers,746
lawn,747
garden,748
care,749
sevice,750
sugar,751
imports,752
import,753
initial,754
totaled,755
short,756
versus,757
previous,758
january-december,759
compared,760
extended,761
customs,762
actual,763
weight,764
polarizations,765
received,766
data,767
accordingly,768
inflation,769
initially,770
hailed,771
home,772
abroad,773
saviour,774
limping,775
towards,776
anniversary,777
amid,778
soaring,779
widespread,780
shortages,781
foreign,782
payments,783
crisis,784
froze,785
fixed,786
value,787
cruzado,788
indexation,789
halt,790
country,791
collapsed,792
situation,793
worse,794
worked,795
leading,796
bank,797
economist,798
crumbling,799
accompanied,800
dramatic,801
reversal,802
account,803
surpluses,804
sufficient,805
needed,806
debt,807
seemed,808
target,809
repeat,810
monthly,811
averaging,812
exports,813
diverted,814
increased,815
avoid,816
domestic,817
surplus,818
plunged,819
october,820
averaged,821
zealand,822
official,823
fell,824
n.z,825
ago,826
statistical,827
bulletin,828
panama,829
canal,830
government,831
agency,832
daily,833
backlog,834
ships,835
waiting,836
enter,837
days,838
transit,839
end-day,840
super,841
tankers,842
regular,843
vessels,844
hrs,845
america,846
federally,847
guaranteed,848
mortgage,849
fund,850
exchangeable,851
income,852
reporting,853
balance,854
remain,855
orders,856
harris,857
graphics,858
run,859
corresponding,860
prior-year,861
annualized,862
running,863
beginning,864
division,865
introductions,866
dollar,867
research,868
development,869
engineering,870
expenditures,871
allocated,872
revenues,873
guarantees,874
earmarked,875
edible,876
beans,877
honduras,878
switched,879
action,880
reduces,881
coverage,882
creates,883
guarantee,884
must,885
shipped,886
money,887
mutual,888
funds,889
yesterday,890
investment,891
institute,892
institutional,893
general,894
purpose,895
broker-dealer,896
gulf,897
barge,898
freight,899
firmed,900
steady,901
vessel,902
loadings,903
increasing,904
demand,905
barges,906
supply,907
dealers,908
traded,909
st,910
louis,911
merchants,912
exchange,913
session,914
quotes,915
illinois,916
river,917
joliet,918
tariff,919
ex,920
quoted,921
percentage,922
points,923
mississippi,924
owensboro,925
station,926
comparison,927
memphis,928
cairo,929
nov,930
section,931
applied,932
technologies,933
pipeline,934
added,935
federal,936
taxes,937
owed,938
transaction,939
offset,940
carryovers,941
latest,942
virginia,943
territory,944
dominion,945
resources,946
cofab,947
gulfex,948
houston-based,949
fabricator,950
custom,951
high-pressure,952
process,953
energy,954
petrochemical,955
manufacture,956
specialized,957
cooling,958
lubricating,959
gas,960
utility,961
pulp,962
paper,963
marine,964
members,965
nspa,966
crushed,967
bushels,968
soybeans,969
crushing,970
capacity,971
meal,972
member,973
firms,974
eight,975
amounts,976
atico,977
formerly,978
peninsula,979
savings,980
pan,981
banks,982
ncnb,983
purusant,984
merger,985
modify,986
presenting,987
importers,988
discussed,989
tonight,990
informally,991
among,992
producers,993
talks,994
formal,995
eight-member,996
splinter,997
affect,998
proposed,999
share-out,1000
declarations,1001
industrial,1002
books,1003
excluding,1004
acceptances,1005
nationally,1006
released,1007
friday,1008
city,1009
borrowings,1010
wednesday,1011
fed,1012
spokesman,1013
marked,1014
half,1015
two-week,1016
commenting,1017
borrowing,1018
occurred,1019
done,1020
fewer,1021
discount,1022
window,1023
est,1024
gmt,1025
primary,1026
pesos,1027
diluted,1028
name,1029
philippine,1030
distance,1031
telephone,1032
day,1033
declaration,1034
commencement,1035
novebmer,1036
bdm,1037
secondary,1038
offering,1039
canron,1040
affiliated,1041
lowered,1042
stake,1043
cyclops,1044
filing,1045
securities,1046
led,1047
agricultural,1048
stabilization,1049
conservation,1050
ascs,1051
established,1052
values,1053
stocks,1054
redemption,1055
bushel,1056
priced,1057
yellow,1058
grade,1059
hrw,1060
srw,1061
sww,1062
durum,1063
ill.,1064
track,1065
toledo,1066
peoria,1067
denver,1068
evansville,1069
cincinnati,1070
minneapolis,1071
baltimore,1072
norf,1073
phil,1074
kansas,1075
st.,1076
amarillo,1077
lubbock,1078
lou,1079
portland,1080
seattle,1081
stockton,1082
l.a.,1083
duluth,1084
brly,1085
rye,1086
soyb,1087
sorg,1088
evnsvlle,1089
cinci,1090
mpls,1091
balt,1092
kc,1093
lo,1094
amarlo,1095
lubbck,1096
port,1097
la,1098
avgs-mlns,1099
free,1100
seasonal,1101
excess,1102
required,1103
adj,1104
non-borrowed,1105
monetary,1106
vault,1107
req,1108
res,1109
float,1110
balances,1111
adjustments,1112
treasury,1113
deposit,1114
rise,1115
year-on-year,1116
revised,1117
aggregates,1118
avgs,1119
billions,1120
jan,1121
l,1122
govts,1123
bought,1124
outright,1125
repurchases,1126
unch,1127
agencies,1128
matched,1129
cust,1130
liabilities,1131
gold,1132
custody,1133
factors,1134
w,1135
prevailing,1136
world,1137
location,1138
strict,1139
low,1140
middling,1141
inch,1142
upland,1143
cotton,1144
effect,1145
midnight,1146
locations,1147
near,1148
texas,1149
qualities,1150
used,1151
determining,1152
handler,1153
certificate,1154
based,1155
determined,1156
northern,1157
european,1158
mkt,1159
slm,1160
sum,1161
began,1162
allocations,1163
raw,1164
barbados,1165
belize,1166
bolivia,1167
colombia,1168
congo,1169
costa,1170
rica,1171
ivory,1172
coast,1173
dom,1174
rep,1175
ecuador,1176
el,1177
salvador,1178
fiji,1179
gabon,1180
guatemala,1181
guyana,1182
haiti,1183
india,1184
jamaica,1185
madagascar,1186
malawi,1187
mauritius,1188
mexico,1189
mozambique,1190
papua,1191
guinea,1192
paraguay,1193
peru,1194
philippines,1195
st.christopher-,1196
nevis,1197
swaziland,1198
taiwan,1199
thailand,1200
trinidad-tobago,1201
zimbabwe,1202
loading,1203
load,1204
according,1205
less,1206
press,1207
briefing,1208
large,1209
single,1210
misses,1211
projections,1212
natural,1213
acting,1214
strangely,1215
poor,1216
weather,1217
ranged,1218
give,1219
reason,1220
nearly,1221
thursday,1222
spokeman,1223
wednesday's,1224
figure,1225
holdover,1226
transportation,1227
widely,1228
separated,1229
districts,1230
whole,1231
small,1232
adding,1233
negative,1234
tuesday,1235
number,1236
corrections,1237
unrelated,1238
letter,1239
errors,1240
different,1241
clearing,1242
problems,1243
wires,1244
however,1245
cleared,1246
afternoons,1247
evidence,1248
smallest,1249
center,1250
regional,1251
institutions,1252
accounted,1253
regionals,1254
banking,1255
monday,1256
deficit,1257
wedndsday,1258
produced,1259
relatively,1260
avearge,1261
express,1262
remained,1263
silent,1264
rumors,1265
spinoff,1266
shearson,1267
lehman,1268
brothers,1269
move,1270
unhappy,1271
got,1272
lift,1273
rumor,1274
partially,1275
public,1276
command,1277
thereby,1278
boosting,1279
talk,1280
financial,1281
services,1282
boost,1283
closed,1284
heavy,1285
volume,1286
comment,1287
activity,1288
comments,1289
analysts',1290
helped,1291
fuel,1292
changes,1293
undervalued,1294
fully,1295
reflect,1296
elevating,1297
chief,1298
officer,1299
jeffery,1300
lane,1301
position,1302
vacant,1303
created,1304
positions,1305
chairmen,1306
divisions,1307
speculated,1308
partial,1309
make,1310
sense,1311
contrary,1312
variation,1313
disagreed,1314
contributing,1315
highly,1316
unlikely,1317
sell,1318
perrin,1319
lipper,1320
analytical,1321
questioned,1322
better,1323
profitable,1324
several,1325
need,1326
might,1327
asset,1328
others,1329
believe,1330
considered,1331
option,1332
spinning,1333
suggests,1334
larry,1335
eckenfelder,1336
prudential-bache,1337
believes,1338
past,1339
fetched,1340
big,1341
premium,1342
place,1343
book,1344
worth,1345
bilion,1346
capitalization,1347
use,1348
plans,1349
expand,1350
globally,1351
enormous,1352
internal,1353
takes,1354
realistic,1355
valuations,1356
enhance,1357
ability,1358
kinds,1359
endeavors,1360
road,1361
e.f.,1362
hutton,1363
michael,1364
lewis,1365
outlined,1366
fact,1367
're,1368
investing,1369
heavily,1370
goes,1371
arena,1372
preclude,1373
divestitures,1374
along,1375
way,1376
reduced,1377
exposure,1378
brokerage,1379
travel,1380
true,1381
water,1382
mark,1383
lesser,1384
components,1385
multiple,1386
constitute,1387
contributed,1388
after-tax,1389
four-week,1390
moving,1391
economists,1392
polled,1393
anywhere,1394
forecast,1395
called,1396
liberty,1397
all-star,1398
payout,1399
fluctuate,1400
feed,1401
cause,1402
chinese,1403
reduce,1404
hog,1405
herd,1406
pork,1407
production,1408
numbers,1409
start,1410
head,1411
projected,1412
fall,1413
ivaco,1414
pressure,1415
steel,1416
particularly,1417
canadian,1418
result,1419
minimal,1420
subsequent,1421
quarters,1422
substantial,1423
reach,1424
continuing,1425
carloadings,1426
cars,1427
railroads,1428
mill,1429
totalled,1430
pacific,1431
hong,1432
kong,1433
raised,1434
wrather,1435
principally,1436
brierley,1437
investments,1438
publicly,1439
disclosed,1440
purposes,1441
dls,1442
diamond,1443
shamrock,1444
cut,1445
crude,1446
barrel,1447
reduction,1448
brings,1449
posted,1450
intermediate,1451
copany,1452
weak,1453
citing,1454
markets,1455
liebert,1456
wholly-owned,1457
emerson,1458
electric,1459
emr,1460
receive,1461
coleco,1462
profitability,1463
prepared,1464
swing,1465
primarily,1466
steep,1467
cabbage,1468
patch,1469
kids,1470
changed,1471
diversified,1472
enable,1473
toy,1474
fair,1475
vice,1476
morton,1477
handel,1478
reasonable,1479
subsidiaries,1480
engaged,1481
post,1482
closing,1483
explain,1484
miami-based,1485
fundamental,1486
robeson,1487
study,1488
afterwards,1489
carl,1490
singer,1491
recently,1492
elected,1493
shortly,1494
accounting,1495
office,1496
gao,1497
cost,1498
outlays,1499
administration,1500
industry,1501
sources,1502
analysis,1503
obtained,1504
budget,1505
preparing,1506
specific,1507
request,1508
sen.,1509
jesse,1510
helms,1511
r-n.c.,1512
former,1513
senate,1514
committee,1515
focus,1516
mid,1517
source,1518
depends,1519
usda,1520
determines,1521
encourage,1522
entries,1523
forfeitures,1524
caused,1525
stockpile,1526
decrease,1527
suggest,1528
expanded,1529
fire,1530
weigh,1531
consultant,1532
omb,1533
expansion,1534
remains,1535
firmly,1536
committed,1537
writedowns,1538
unrealized,1539
losses,1540
yr-ago,1541
ten,1542
opec,1543
forced,1544
meet,1545
readdress,1546
agreement,1547
slide,1548
movement,1549
never,1550
easy,1551
thought,1552
emergency,1553
sort,1554
daniel,1555
yergin,1556
director,1557
cambridge,1558
associates,1559
cera,1560
problem,1561
faces,1562
issue,1563
addressed,1564
paul,1565
mlotok,1566
salomon,1567
optimism,1568
keep,1569
given,1570
pessimistic,1571
address,1572
soon,1573
wishes,1574
regain,1575
uncertain,1576
even,1577
bpd,1578
learn,1579
deemed,1580
differentials,1581
manager,1582
spoke,1583
condition,1584
trying,1585
teach,1586
lesson,1587
david,1588
t.,1589
mizrahi,1590
editor,1591
mideast,1592
optimistic,1593
principal,1594
take,1595
advantage,1596
winter,1597
slackens,1598
anything,1599
reiterate,1600
output,1601
critical,1602
hold,1603
together,1604
pact,1605
back,1606
dillard,1607
spriggs,1608
petroleum,1609
bijan,1610
moussavar-rahmani,1611
harvard,1612
university,1613
environment,1614
policy,1615
rising,1616
prompted,1617
excesses,1618
clearly,1619
closer,1620
seeing,1621
characterized,1622
cheating,1623
interview,1624
cenergy,1625
properties,1626
following,1627
calender,1628
noncash,1629
barrels,1630
cubic,1631
feet,1632
bcf,1633
disappear,1634
produce,1635
recover,1636
post-split,1637
torchmark,1638
subordinated,1639
debentures,1640
amount,1641
debenures,1642
redeem,1643
senior,1644
drexel,1645
burnham,1646
lambert,1647
father,1648
epsilon,1649
thomas,1650
president-investments,1651
los,1652
angeles,1653
retired,1654
professor,1655
c.a,1656
seek,1657
nova,1658
owns,1659
husky,1660
union,1661
faith,1662
holding,1663
minister,1664
michel,1665
cote,1666
ruled,1667
ceding,1668
non-canadian,1669
ruling,1670
key,1671
completing,1672
deal,1673
equally,1674
hutchison,1675
whampoa,1676
become,1677
private,1678
relatives,1679
li,1680
ka-shing,1681
imperial,1682
commerice,1683
excludes,1684
power,1685
suffield,1686
coastal,1687
bancorp,1688
csbk,1689
needs,1690
superintendent,1691
maine,1692
camco,1693
santa,1694
anita,1695
realty,1696
enterprises,1697
marshall,1698
drummond,1699
mccall,1700
liquefied,1701
algeria,1702
happen,1703
though,1704
economically,1705
feasible,1706
youcef,1707
yousfi,1708
director-general,1709
sonatrach,1710
algerian,1711
state,1712
indicated,1713
television,1714
algiers,1715
restart,1716
mothballed,1717
tulis,1718
bros.,1719
negotiating,1720
panhandle,1721
eastern,1722
pel,1723
distrigas,1724
cabot,1725
cbt,1726
resume,1727
lng,1728
paso,1729
burlington,1730
bni,1731
expressed,1732
marginal,1733
handle,1734
operate,1735
profitably,1736
frank,1737
spadine,1738
bankers,1739
trust,1740
forsee,1741
soft,1742
trend,1743
drilling,1744
lag,1745
bring,1746
productions,1747
onstream,1748
tighten,1749
supplies,1750
context,1751
supplemental,1752
agree,1753
saying,1754
serve,1755
peak,1756
emphasize,1757
looser,1758
relate,1759
volumes,1760
requirements,1761
combining,1762
unemployment,1763
stability,1764
external,1765
excellent,1766
satisfactory,1767
organisation,1768
economic,1769
cooperation,1770
oecd,1771
reflected,1772
success,1773
tight,1774
policies,1775
followed,1776
picked,1777
signs,1778
slowdown,1779
slight,1780
pick-up,1781
gave,1782
concern,1783
gross,1784
consumer,1785
sharp,1786
job,1787
creation,1788
absorb,1789
modest,1790
workforce,1791
leaving,1792
lowest,1793
nation,1794
area,1795
assuming,1796
swiss,1797
francs,1798
rises,1799
respectively,1800
faster,1801
reflecting,1802
buoyant,1803
consumption,1804
meant,1805
contribution,1806
gdp,1807
shrink,1808
grows,1809
contribute,1810
real,1811
appeared,1812
unusually,1813
relative,1814
weakness,1815
slow,1816
somewhat,1817
outstrip,1818
plant,1819
machinery,1820
bright,1821
scope,1822
rationalisation,1823
modernisation,1824
sectors,1825
consequence,1826
equipment,1827
decelerate,1828
vigorous,1829
questionmark,1830
tourism,1831
sector,1832
earners,1833
long-term,1834
appreciation,1835
franc,1836
accelerating,1837
deregulation,1838
lead,1839
developments,1840
question,1841
shown,1842
flexibility,1843
adapting,1844
speed,1845
preserve,1846
competitive,1847
actively,1848
subsidized,1849
soviet,1850
eep,1851
fired,1852
aide,1853
secretary,1854
richard,1855
lyng,1856
formally,1857
interviewed,1858
confident,1859
soviets,1860
counterparts,1861
reagan,1862
decide,1863
moscow,1864
see,1865
sailing,1866
interagency,1867
consummated,1868
overnight,1869
took,1870
favor,1871
china,1872
subsidy,1873
representing,1874
deliberations,1875
nudged,1876
congress,1877
urged,1878
day-long,1879
visit,1880
capitol,1881
hill,1882
house,1883
comprised,1884
subcabinet-level,1885
asked,1886
clear,1887
representative,1888
sides,1889
consultations,1890
described,1891
calm,1892
basic,1893
factual,1894
economics,1895
informal,1896
suggestion,1897
hint,1898
live,1899
pledge,1900
granted,1901
consideration,1902
groups,1903
delayed,1904
disarray,1905
stemming,1906
iran,1907
arms,1908
affair,1909
versatile,1910
alberta-based,1911
noble,1912
cultivators,1913
vicon,1914
ontario,1915
undisclosed,1916
manufactures,1917
tillage,1918
spraying,1919
groupe,1920
videotron,1921
promexpo,1922
specializes,1923
exhibits,1924
texaco,1925
benchmark,1926
edmonton,1927
swann,1928
hills,1929
sweet,1930
bbl,1931
postings,1932
erodible,1933
cropland,1934
enrolled,1935
charles,1936
grassley,1937
r-iowa,1938
consider,1939
giving,1940
signing,1941
doubtful,1942
retroactive,1943
land,1944
stop,1945
tide,1946
referring,1947
demands,1948
follow,1949
marathon,1950
grades,1951
sour,1952
louisiana,1953
grown,1954
failed,1955
certify,1956
allowed,1957
planting,1958
eligible,1959
farmer,1960
restrict,1961
plantings,1962
crops,1963
acreage,1964
iowa,1965
complained,1966
inadvertantly,1967
lose,1968
allow,1969
historic,1970
extend,1971
exemption,1972
broadly,1973
defined,1974
grew,1975
unadjusted,1976
narrowly,1977
circuit,1978
ionic,1979
maker,1980
boards,1981
pretax,1982
crush,1983
ratios,1984
seen,1985
pushed,1986
margins,1987
processing,1988
plants,1989
many,1990
plus,1991
surged,1992
best,1993
active,1994
soymeal,1995
futures,1996
premiums,1997
prompting,1998
met,1999
users,2000
surge,2001
finding,2002
livestock,2003
milder,2004
steadily,2005
attempt,2006
buying,2007
soyproduct,2008
setting,2009
ton,2010
speculators,2011
looking,2012
deliveries,2013
notice,2014
deferreds,2015
trader,2016
bailing,2017
lot,2018
later,2019
ratio,2020
soyproducts,2021
dropping,2022
lock,2023
unprofitable,2024
hopefully,2025
reducing,2026
central,2027
every,2028
sharply,2029
little,2030
taking,2031
temporary,2032
down-time,2033
far,2034
halting,2035
face,2036
maintain,2037
existing,2038
degree,2039
policy-making,2040
disappointing,2041
mr,2042
volcker,2043
word,2044
nothing,2045
bob,2046
bannon,2047
security,2048
congressional,2049
allayed,2050
fears,2051
marginally,2052
tightened,2053
grip,2054
ailing,2055
wanted,2056
confirmation,2057
covered,2058
reassurance,2059
acute,2060
decision,2061
drain,2062
sale-purchase,2063
agreements,2064
showed,2065
draining,2066
fairly,2067
thing,2068
caught,2069
eye,2070
sizeable,2071
dana,2072
johnson,2073
justified,2074
ominous,2075
waited,2076
missed,2077
reporters,2078
single-day,2079
miss,2080
similarly,2081
shrugged,2082
higher-than-,2083
forecasts,2084
doubled,2085
wire,2086
bothered,2087
scott,2088
winningham,2089
j.s,2090
lending,2091
support,2092
persistently,2093
neutral,2094
path,2095
darwin,2096
beck,2097
boston,2098
corp.,2099
expect,2100
vein,2101
assign,2102
wayward,2103
measure,2104
attention,2105
steeper-than-anticipated,2106
jump,2107
ahead,2108
tread,2109
fine,2110
progress,2111
perhaps,2112
exaggerated,2113
course,2114
decisions,2115
wo,2116
pull,2117
easing,2118
france,2119
wing,2120
facing,2121
revising,2122
targets,2123
reluctantly,2124
estimate,2125
point,2126
written,2127
finance,2128
edouard,2129
balladur,2130
push,2131
chosen,2132
mix,2133
budget-cutting,2134
rigour,2135
restraint,2136
leaders,2137
served,2138
immediate,2139
protect,2140
purchasing,2141
spectre,2142
vicious,2143
spiral,2144
wage,2145
contacted,2146
believed,2147
prime,2148
jacques,2149
chirac,2150
reflate,2151
autumn,2152
presidential,2153
elections,2154
worrying,2155
societe,2156
generale,2157
alain,2158
marais,2159
impression,2160
moderation,2161
maintained,2162
aboout,2163
ceiling,2164
productivity,2165
socialist,2166
cfdt,2167
federation,2168
edmond,2169
maire,2170
renewed,2171
already,2172
rejected,2173
clauses,2174
built,2175
contracts,2176
safeguard,2177
workers,2178
calling,2179
unbalanced,2180
unjust,2181
demanded,2182
incentives,2183
employment,2184
spend,2185
series,2186
measures,2187
training,2188
andre,2189
bergeron,2190
respected,2191
leader,2192
moderate,2193
force,2194
ouvriere,2195
labour,2196
put,2197
similar,2198
communist-led,2199
cgt,2200
unions,2201
defence,2202
top,2203
priority,2204
nearing,2205
supporters,2206
salary,2207
dont,2208
reverse,2209
commented,2210
develle,2211
recently-privatised,2212
banque,2213
paribas,2214
damaging,2215
electricity,2216
strikes,2217
christmas,2218
partly,2219
blamed,2220
undermined,2221
popularity,2222
governments,2223
exceptional,2224
achievement,2225
war,2226
french,2227
freed,2228
ministry,2229
abolition,2230
rent,2231
controls,2232
responsible,2233
living,2234
claimed,2235
once-off,2236
phenomenon,2237
knock-on,2238
rest,2239
kept,2240
wages,2241
fractionally,2242
statistics,2243
insee,2244
ironically,2245
side,2246
achieve,2247
aim,2248
receipts,2249
resulting,2250
otherwise,2251
slower,2252
discontinued,2253
independent,2254
engineers,2255
proved,2256
discounted,2257
distributions,2258
unitholders,2259
remainder,2260
non-recurring,2261
charges,2262
underperforming,2263
restaurants,2264
index,2265
coodination,2266
compares,2267
larger,2268
clothing,2269
footwear,2270
utilities,2271
causing,2272
housing,2273
medical,2274
educations,2275
gasoline,2276
vegetables,2277
tokyo,2278
mid-february,2279
avery,2280
authorizerd,2281
register,2282
shrortly,2283
proceeds,2284
repay,2285
depos,2286
check,2287
mmdas,2288
n,2289
repos,2290
euros,2291
liquidity,2292
governor,2293
spencer,2294
russell,2295
artifically,2296
inflated,2297
inter-institutional,2298
term,2299
moved,2300
became,2301
apparent,2302
